"Name","n_poste","Level","Section","Role","status","year","institutions","ID","X","X.1","Id.author.no"
"Françoise POYET",4449,"PR","70",NA,"externe",2019," ESPE Lyon","139016716",NA,NA,NA
"Françoise POYET",4482,"PR","70",NA,"interne",2018,NA,"139016716",NA,NA,NA
"Frédéric Charles",4509,"MCF","70",NA,"interne",2020,"Université d'Amiens","29367247",NA,NA,NA
"Frédéric Charles",4648,"PR",NA,NA,"externe",2020,NA,"29367247",NA,NA,NA
"Frédéric Charles",4762,NA,NA,NA,"externe",2020,"Université de Amiens ","29367247",NA,NA,NA
"Frédéric CHARLES",4268,"MCF","70",NA,"externe",2017," Lyon 1 ","29367247",NA,NA,NA
"Frédéric CHARLES",4409,"PR","70",NA,"interne",2017,NA,"29367247",NA,NA,NA
"Frédéric Mole",4219,"MCF",NA,NA,"interne",2017,NA,"74263536",NA,NA,NA
"Frédéric RASERA",4409,"MCF","70",NA,"externe",2017," Lyon 2 ","188144919",NA,NA,NA
"Frédéric Saujat",645,NA,NA,NA,"interne",2018,NA,"74433261",NA,NA,NA
"Frédéric SAUJAT",191,"PR","70",NA,"externe",2017," Aix-Marseille ","74433261",NA,NA,NA
"Frédéric SAUJAT",646,"PU","70",NA,"interne",2018,NA,"74433261",NA,NA,NA
"Frederic Tesson",4191,"PR","23-24 ",NA,"interne",2018,NA,"52844315",NA,NA,NA
"Frédéric TORTERAT",321,"PR","7"," pdt ","interne",2019,NA,"147807018",NA,NA,NA
"Frédéric TORTERAT",76," PR","70",NA,"externe",2018," Université de Montpellier ","147807018",NA,NA,NA
"Frédéric TORTERAT",192,"PR","7",NA,"interne",2017,NA,"147807018",NA,NA,NA
"Frédéric TORTERAT",193,"PR","7",NA,"interne",2017,NA,"147807018",NA,NA,NA
"Frédéric TORTERAT",4161,"PR","7"," pdt ","interne",2019,NA,"147807018",NA,NA,NA
"Frédéric TORTERAT",362,NA,"7 ",NA,"interne",2020,"Université de Montpellier","147807018",NA,NA,NA
"Frédéric TUPIN",4197,"PR","70",NA,"interne",2017,NA,"70561168",NA,NA,NA
"Frédéric TUPIN",4198,"PR","70","pdt","interne",2017,NA,"70561168",NA,NA,NA
"Frédéric TUPIN",4254,"PR"," 70 ",NA,"interne",2019,NA,"70561168",NA,NA,NA
"Frédérique LERBET",630,"PU","70",NA,"externe",2018," Université de Pau et des Pays de l'Adour ","33846936",NA,NA,NA
"Frédérique LERBET",745,NA,NA,NA,"externe",2019,NA,"33846936",NA,NA,NA
"Frédérique Lerbet-Sereni",4191,NA,NA,NA,"interne",2018,NA,"33846936",NA,NA,NA
"Frédérique Lerbet-Sereni",4348,NA,"70",NA,"externe",2017," Pau ","33846936",NA,NA,NA
"Frédérique LERBET-SÉRÉNI",904,NA,NA,NA,"externe",2020,"Université de Pau","33846936",NA,NA,NA
"Frédérique LERBET-SÉRÉNI",4372,"PR","70",NA,"externe",2017," Pau et Pays de l'Adour ","33846936",NA,NA,NA
"Frédérique LERBET-SÉRÉNI",4467,"PU","70",NA,"externe",2020,NA,"33846936",NA,NA,NA
"Frédérique MONTANDON",4372,"MCF","70",NA,"externe",2017," Paris Est Créteil ","12072278X",NA,NA,NA
"G Escalié",4279,NA,NA,NA,"externe",2020,NA,"32508026",NA,NA,NA
"G Rix-Lièvre",4279,NA,NA,NA,"externe",2020,NA,NA,NA,NA,NA
"G Sockett",4218,NA,NA,NA,"externe",2020,NA,"199483795",NA,NA,NA
"G Sockett",4636,NA,NA,NA,"externe",2020,NA,"199483795",NA,NA,NA
"G Zoïa",260,NA,NA,NA,"interne",2018,NA,NA,NA,NA,NA
"G Zoïa",361,NA,NA,NA,"interne",2020,"Université de Montpellier",NA,NA,NA,NA
"Gael Pasquier",4763,"MCF                                                                                               ",NA,NA,"interne",2020,"Université Paris Est Créteil (Paris 12)","242295169",NA,NA,NA
"Gael Pasquier",4729,"MCF",NA," v_pdt ","interne",2020,"INSPE Académie de Créteil","242295169",NA,NA,NA
"Gael RIDEAU",4365,NA,NA,NA,"interne",2019,NA,"92172970",NA,NA,NA
"Gaële Henri-Panebière",4648,"MCF",NA,NA,"externe",2020,NA,NA,NA,NA,NA
"Gaëlle ESPINOSA",1206,"MCF"," 70 ",NA,"interne",2019,NA,"58924841",NA,NA,NA
"GALAND Benoit",406,"PR",NA,NA,"externe",2019," UCLouvain ","96383429",NA,NA,NA
"GALOP Didier",4460,NA,NA,NA,"interne",2019,NA,"35586850",NA,NA,NA
"GANIERFranck",4327," PR ",NA,NA,"interne",2018,NA,NA,NA,NA,"111700485"
"GANNE Claire",4383,"MCF","70",NA,"externe",2018," Paris NAnterre ","176168842",NA,NA,NA
"Garcia Sandrine",56,NA,NA,NA,"externe",2019,NA,"72883596",NA,NA,NA
"GARCIA Sandrine",4312," PU","70",NA,"externe",2018," Université de Bourgogne ","72883596",NA,NA,NA
"GARDIES Cécile",4477,"PR","71",NA,"externe",2019," ENSEEA",NA,NA,NA,NA
"GARNIER Philippe",4064,"MCF","70",NA,"interne",2018,NA,"179831135",NA,NA,NA
"GARNIER Philippe",1206,"MCF","70"," v_pdt","externe",2019," INSHEA","179831135",NA,NA,NA
"GARRIC Nathalie ",4463,NA,NA,NA,"interne",2018,NA,"59341777",NA,NA,NA
"GASPARINI Rachel",4312," MCF","19",NA,"externe",2018," Université de Lyon ","52263630",NA,NA,NA
"GASSE Stéphanie",4341," MCF ","70",NA,"externe",2018,"CIRNEF ","131620274",NA,NA,NA
"GAVENS nathalie",4226,"MCF"," 16 ",NA,"interne",2020,"Université de Mulhouse","83558462",NA,NA,NA
"GEIGER-JAILLET Anémone",4497,"PU","7",NA,"externe",2020,"Université de Strasbourg/INSPE","86182390",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4061,"PU","70",NA,"externe",2017," Paris NAnterre ","92685609",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4312," PU","70",NA,"externe",2018," UniversitéParis NAnterre ","92685609",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4420,"PR","70",NA,"externe",2017," Paris NAnterre ","92685609",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4338,NA,NA,NA,"externe",2019,NA,"92685609",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4403,"PR","70","pdt","interne",2017,NA,"92685609",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4514,NA,"70","pdte ","interne",2019,NA,"92685609",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4516,"PR"," 70 ",NA,"interne",2019,NA,"92685609",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4612,"PR",NA," v_pdt","interne",2020,"Université Paris NAnterre","92685609",NA,NA,NA
"Geneviève CORTES",192,"PR","23",NA,"externe",2017," Paul Valéry Montpellier ","56551169",NA,NA,NA
"Geneviève Lameul",160,"PR","70",NA,"externe",2020,"Université de Rennes  ","103955704",NA,NA,NA
"Geneviève Lameul",4313,"PR",NA,NA,"interne",2018,NA,"103955704",NA,NA,NA
"Geneviève Lameul",4338,NA,NA,NA,"interne",2019,NA,"103955704",NA,NA,NA
"Geneviève Lameul",4446,NA,NA,NA,"externe",2020,NA,"103955704",NA,NA,NA
"Geneviève Lameul",4530,"PU","70",NA,"externe",2020,NA,"103955704",NA,NA,NA
"Geneviève LAMEUL",25,"PR","70",NA,"externe",2020,NA,"103955704",NA,NA,NA
"Geneviève LAMEUL",28," PR ","70",NA,"externe",2018,"Univ Rennes 2","103955704",NA,NA,NA
"Geneviève LAMEUL",73," PR ","70",NA,"externe",2018,"Univ Rennes 2","103955704",NA,NA,NA
"Geneviève LAMEUL",164,NA,NA,NA,"externe",2019,NA,"103955704",NA,NA,NA
"Geneviève LAMEUL",749,NA,NA,NA,"externe",2019,NA,"103955704",NA,NA,NA
"Geneviève LAMEUL",4306,"MCF",NA,NA,"externe",2017," Rennes 2 ","103955704",NA,NA,NA
"Geneviève LAMEUL",4311," PU","70"," pdt ","interne",2018,NA,"103955704",NA,NA,NA
"Geneviève LAMEUL",4511,NA,NA,NA,"externe",2019,NA,"103955704",NA,NA,NA
"Geneviève LAMEUL",4425,NA,"70",NA,"externe",2019," Université Rennes2 ","103955704",NA,NA,NA
"Geneviève LAMEUL",4519,"PR","70",NA,"externe",2019," Université deRennes ","103955704",NA,NA,NA
"Geneviève SALVAN",4545,"PU",NA,NA,"interne",2018,NA,"55324983",NA,NA,NA
"Geneviève ZOIA",117,NA,NA,NA,"externe",2019,"U Montpellier","86862057",NA,NA,NA
"Geneviève ZOIA",262,"PR",NA,NA,"interne",2018,NA,"86862057",NA,NA,NA
"Geneviève ZOIA",321,"PR","20"," v_pdte ","interne",2019,NA,"86862057",NA,NA,NA
"Geneviève ZOIA",362,NA,"20",NA,"interne",2020,"Université de Montpellier","86862057",NA,NA,NA
"Geneviève ZOIA",4161,"PR","19"," v_pdte ","interne",2019,NA,"86862057",NA,NA,NA
"Geneviève ZOIA",4208,"PR","20",NA,"externe",2017," Université de Montpellier ","86862057",NA,NA,NA
"Geneviève ZOIA",4285,"PR","20",NA,"externe",2017," Montpellier 3 ","86862057",NA,NA,NA
"Geneviève ZOIA",4729,"PR",NA,NA,"externe",2020,"Université de Montpellier","86862057",NA,NA,NA
"Geneviève Bergonnier-Dupuy",4404,"PU","70",NA,"interne",2017,NA,"92685609",NA,NA,NA
"GENTAZ Edouard",403,"",NA,NA,"externe",2019," Université de Genève","53479653",NA,NA,NA
"Georget jean-Philippe",4587,NA,NA,NA,"externe",2020,NA,"13801244X",NA,NA,NA
"Géraldine Rieucau",4639,"MCF","5",NA,"externe",2019," Paris 8","3578928X",NA,NA,NA
"Géraldine Rix-Lièvre",4573,NA,"74",NA,"externe",2018," Clermont-Auvergne","78171806",NA,NA,NA
"GéraldineBOIVIN-DELPIEU",4510,"MCF","70"," v_pdte ","interne",2019,NA,NA,NA,NA,NA
"Gérard LEBOUCHER",4514,NA,"69 ",NA,"interne",2019,NA,"83342575",NA,NA,NA
"Gérard SENSEVY",4326," PR",NA," pdt ","interne",2018,NA,"35231157",NA,NA,NA
"Gérard SENSEVY",4306,"PR",NA,NA,"interne",2017,NA,"35231157",NA,NA,NA
"Gérard SENSEVY",4327," PR",NA,NA,"interne",2018,NA,"35231157",NA,NA,NA
"Gérard SENSEVY",4328," PR",NA," v_pdt ","interne",2018,NA,"35231157",NA,NA,NA
"Gersende PLISSONNEAU",193,"MCF","9",NA,"externe",2017," Bordeaux","78804337",NA,NA,NA
"Ghislain Leroy",4346,NA,NA,NA,"externe",2020,NA,"227450140",NA,NA,NA
"Ghislaine GUEUDET",362,NA,"26","pdt ","externe",2020,NA,"143392719",NA,NA,NA
"Ghislaine GUEUDET",4263,"PR",NA,NA,"externe",2017,NA,"143392719",NA,NA,NA
"Ghislaine GUEUDET",4305,"PR",NA,NA,"interne",2017,NA,"143392719",NA,NA,NA
"Ghislaine GUEUDET",4327," PR",NA," pdt ","interne",2018,NA,"143392719",NA,NA,NA
"Ghislaine GUEUDET",4587,NA,NA,NA,"externe",2020,NA,"143392719",NA,NA,NA
"Ghislaine GUEUDET",4581,NA,NA,NA,"externe",2020,NA,"143392719",NA,NA,NA
"GIBEL Patrick",4459,NA,NA,NA,"externe",2019,NA,"83225048",NA,NA,NA
"Gille Brougère",4346,NA,NA,NA,"interne",2020,"Université Paris 13",NA,NA,NA,NA
"Gilles BAILLAT",4284,"PR","70",NA,"externe",2017," Reims Champagne-Ardenne ","32179790",NA,NA,NA
"Gilles BAILLAT",4287,"PR",NA,NA,"interne",2017,NA,"32179790",NA,NA,NA
"Gilles BOUDINET",748,NA,NA,NA,"externe",2019,NA,"33844402",NA,NA,NA
"Gilles BOUDINET",4305,"PR","70",NA,"interne",2017,NA,"33844402",NA,NA,NA
"Gilles Combaz",645,NA,NA,NA,"externe",2018,NA,"31359922",NA,NA,NA
"Gilles Combaz",4338,NA,NA,NA,"externe",2019,NA,"31359922",NA,NA,NA
"Gilles Combaz",4762,NA,NA,NA,"externe",2020,"Université de Lyon  ","31359922",NA,NA,NA
"Gilles COMBAZ",4197,"PR","70",NA,"externe",2017," Lyon 2 ","31359922",NA,NA,NA
"Gilles COMBAZ",4198,"PR","70",NA,"externe",2017," Université Lyon 2","31359922",NA,NA,NA
"Gilles COMBAZ",4343," PR ","70"," v_pdt ","interne",2018,NA,"31359922",NA,NA,NA
"Gilles COMBAZ",4336,"PR","70",NA,"externe",2020,"Université Lumière Lyon","31359922",NA,NA,NA
"Gilles COMBAZ",4377,"PR"," 70 ",NA,"interne",2019,NA,"31359922",NA,NA,NA
"Gilles DIEUMEGARD",131,"MCF",NA,NA,"externe",2017," Montpellier ","88581330",NA,NA,NA
"Gilles Frigoli",4559,"MCF","19",NA,"externe",2018,"Nice","67149618",NA,NA,NA
"Gilles KERMARREC",4305,"MCF",NA,NA,"interne",2017,NA,"6985923X",NA,NA,NA
"Gilles LECLERCQ",28," PR ","70",NA,"interne",2018,"Univ Lille ","61086177",NA,NA,NA
"Gilles LECLERCQ",73," PR ","70",NA,"interne",2018,"Univ Lille ","61086177",NA,NA,NA
"Gilles LECLERCQ",4283,"PR","70",NA,"externe",2017," Lille 1 ","61086177",NA,NA,NA
"Gilles Monceau",20,NA,NA,NA,"interne",2020,"CY Cergy Paris Université","85802638",NA,NA,NA
"Gilles Monceau",4574,NA,NA,NA,"externe",2018,"Cergy Pontoise ","85802638",NA,NA,NA
"Gilles Monceau",4529,"PU","70",NA,"externe",2020,NA,"85802638",NA,NA,NA
"Gilles MONCEAU",25,"PR","70"," pdt","interne",2020,"CY CERGY PARIS UNIVERSITE","85802638",NA,NA,NA
"Gilles MONCEAU",4065,"PU","70",NA,"externe",2018,NA,"85802638",NA,NA,NA
"Gilles MONCEAU",4208,"PR","70",NA,"externe",2017," Université de Cergy ","85802638",NA,NA,NA
"Gilles MONCEAU",4348,NA,"70",NA,"externe",2017," Cergy-Pontoise ","85802638",NA,NA,NA
"Gilles MONCEAU",4285,"PR","70",NA,"interne",2017,NA,"85802638",NA,NA,NA
"Gilles MONCEAU",4425,NA,"70"," pdt ","interne",2019,NA,"85802638",NA,NA,NA
"Gilles MONCEAU",4449,"PR","70",NA,"externe",2019," Université de Cergy Pontoise ","85802638",NA,NA,NA
"Gilles Moreau",4648,"PR                                                                                                                ",NA,NA,"interne",2020,"INSPE Université de Poitiers","57531331",NA,NA,NA
"Gilles Raveneau",4612,"MCF                                                                                                          ",NA,NA,"interne",2020,"Université Paris NAnterre","71490825",NA,NA,NA
"Gilles SERAPHIN",4514,NA,"70"," v_pdt","interne",2019,NA,"2713251X",NA,NA,NA
"Gilles SERAPHIN",4516,"PR"," 70 ",NA,"interne",2019,NA,"2713251X",NA,NA,NA
"Gilles Séraphin",4611,NA,NA,NA,"interne",2020,"Université Paris NAnterre","2713251X",NA,NA,NA
"GILLIBERT Jean",4459,NA,NA,NA,"interne",2019,NA,"84744030",NA,NA,NA
"GIMBERT Fanny",42,"MCF ",NA,NA,"interne",2020,"Université Grenoble Alpes","198437668",NA,NA,NA
"GIMBERT Fanny",403,"MCF ",NA,NA,"interne",2019,NA,"198437668",NA,NA,NA
"GINESTIE Jacques ",904,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille","77902033",NA,NA,NA
"GIRAULT Yves",340,"PR","71",NA,"externe",2019," Muséum NAtioNAld'Histoire NAturelle de Paris ","2922036X",NA,NA,NA
"Gladys Chicharro-Saito",4401,"MCF","70",NA,"interne",2017,NA,NA,NA,NA,"2006PA100173"
"GO Nicolas",4312," MCF","70",NA,"interne",2018,NA,"78056942",NA,NA,NA
"Godefroy LANSADE",4376,"PR","70",NA,"externe",2019," Université Paul Valéry Montpellier 3 ","197904807",NA,NA,NA
"GOÏ Cécile",4480,"PU"," 70 ",NA,"interne",2020,"Université de Tours (IUT de Tours)","95664629",NA,NA,NA
"GOÏ Cécile",4467,"PU","70"," pdt ","interne",2020,"Université de Tours","95664629",NA,NA,NA
"GOLDBLUM Sonia",4226,"MCF"," 12 ",NA,"interne",2020,"Université de Mulhouse","155655434",NA,NA,NA
"GOMBERT Anne",76," MCF","16",NA,"externe",2018," Université Aix-Marseille ","170094634",NA,NA,NA
"GONÇALVES MACEDO Monica",1073," MCF","70",NA,"externe",2018," Université Paris 8 ","112896766",NA,NA,NA
"GONTHIER Corentin",4329," MCF",NA,NA,"externe",2018," Université de Rennes 2 ","202887960",NA,NA,NA
"GOSSELIN-Grenet Anne-Sophie",340,"MCF","65",NA,"interne",2019,NA,NA,NA,NA,"089432940"
"GRANIE Mariel Axelle",745,NA,NA,NA,"externe",2019,NA,NA,NA,NA,"080294960"
"GRANJON Fabien",4497,"PU","71",NA,"interne",2020,"Université Paris 8","59433000",NA,NA,NA
"GRANJON Fabien",4499,"PU","71"," pdt ","interne",2020,"Université Paris 8","59433000",NA,NA,NA
"Grégoire BOSSSELUT",1087,"MCF"," 16/74 ",NA,"interne",2019,NA,NA,NA,NA,NA
"Grégory MUNOZ ",4511,NA,NA,NA,"interne",2019,NA,"79554350",NA,NA,NA
"GRUGEON-ALLYS Brigitte",4550,"PR","26","v_pdt","interne",2018,NA,"159894158",NA,NA,NA
"GUEDAT-BITTIGHOFFER Delphine",4460,"MCF","70",NA,"externe",2019," Université Angers ","180548999",NA,NA,NA
"GUEGUEN Nicolas",4329," PR",NA,NA,"externe",2018," UBS Lorient ","35047712",NA,NA,NA
"GUENIF Nacira",4439," PR","70"," pdt ","interne",2018,NA,"51625776",NA,NA,NA
"GUEVEL Arnaud ",4464,NA,NA,NA,"interne",2018,NA,"117925098",NA,NA,NA
"GUIDONI-STOLTZ Dominique Agrosup",4420,"MCF","70",NA,"externe",2020,"Université de Dijon ","170139077",NA,NA,NA
"GUIGnaRD Marc ",4447,NA,NA,NA,"interne",2020,"Université Lyon 2 (Lumière)","181851091",NA,NA,NA
"Guilhem ARMAND",4254,"MCF","9",NA,"interne",2019,NA,"90202724",NA,NA,NA
"Guilhem LABINAL",23,"MCF","23",NA,"interne",2020,"CY CERGY PARIS UNIVERSITE","142499250",NA,NA,NA
"Guilhem LABINAL",4427,"MCF"," 23 ",NA,"interne",2019,NA,"142499250",NA,NA,NA
"Guillaume Sibertin-Blanc",4401,"MCF","17",NA,"externe",2017," Toulouse ","81915284",NA,NA,NA
"Guillautreau Patrick",4565,NA,NA,NA,"interne",2020,"Université de NAntes",NA,NA,NA,"072281073"
"Guillemette de Larquier",4639,"PR","5",NA,"externe",2019," Lille","66971748",NA,NA,NA
"GUIRIMAND Nicolas",4383,"MCF","70"," v_pdt","interne",2018,NA,"132945835",NA,NA,NA
"Guy LAPOSTOLLE",909,"PR","70","pdt","interne",2017,NA,"144233916",NA,NA,NA
"Guy LAPOSTOLLE",1207,"PR"," 70 ",NA,"interne",2019,NA,"144233916",NA,NA,NA
"Gwénaël Lefeuvre",4438,NA,NA,NA,"interne",2018,NA,"119980096",NA,NA,NA
"Gwenaëlle VIDAL-TRECAN",570,"MCU-PH","19",NA,"externe",2017,NA,"66850878",NA,NA,NA
"H Huver",4636,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"076461483"
"H Ibata",4636,NA,NA,NA,"interne",2020,"Université de Strasbourg",NA,NA,NA,"03443934X"
"H Tostivint",4314,"PR",NA,NA,"externe",2017,"MNHN",NA,NA,NA,"183049578"
"HAGEGE Hélène",4336,"PR"," 70 ",NA,"interne",2020,"Université de Limoges","75694980",NA,NA,NA
"Hakima MEGHERBI",42,"MCF",NA,NA,"externe",2020,"Université Paris 13 Sorbonne Paris Cité","70214220",NA,NA,NA
"Hakima MEGHERBI",403,"MCF",NA,NA,"externe",2019," Université Paris 13 Sorbonne Paris Cité","70214220",NA,NA,NA
"Hakima Mounir",4559,"MCF","19",NA,"interne",2018,NA,"118603000",NA,NA,NA
"Hamid Chaachoua",4551,"PU ","26",NA,"externe",2020,NA,NA,NA,NA,"088674800"
"Hamid Chaachoua",4551,"PU ","26",NA,"externe",2020,NA,NA,NA,NA,"088674800"
"Hamid Chaachoua",4551,"PU ","26",NA,"externe",2020,NA,NA,NA,NA,"088674800"
"Hamid Chaachoua",4587,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"088674800"
"Hamid Chaachoua",4587,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"088674800"
"Hamid Chaachoua",4587,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"088674800"
"Hamid Chaachoua",19,NA,NA,"pdt","interne",2020,"Université Grenoble Alpes",NA,NA,NA,"088674800"
"Hamid Chaachoua",19,NA,NA,"pdt","interne",2020,"Université Grenoble Alpes",NA,NA,NA,"088674800"
"Hamid Chaachoua",19,NA,NA,"pdt","interne",2020,"Université Grenoble Alpes",NA,NA,NA,"088674800"
"Hamid CHAACHOUA",381,"PR ",NA,NA,"interne",2019,NA,NA,NA,NA,"088674800"
"Hamid CHAACHOUA",381,"PR ",NA,NA,"interne",2019,NA,NA,NA,NA,"088674800"
"Hamid CHAACHOUA",643,"PU","26",NA,"externe",2018," Grenoble ",NA,NA,NA,"088674800"
"Hamid CHAACHOUA",643,"PU","26",NA,"externe",2018," Grenoble ",NA,NA,NA,"088674800"
"Hannaa CHALAK",4403,NA,NA,NA,"interne",2017,NA,NA,NA,NA,"161348882"
"Hannaa CHALAK",4403,NA,NA,NA,"interne",2017,NA,NA,NA,NA,"161348882"
"Hannaa CHALAK",4403,NA,NA,NA,"interne",2017,NA,NA,NA,NA,"161348882"
"Hannaa CHALAK",4587,NA,NA,NA,"interne",2020,"INSPE de NAntes",NA,NA,NA,"161348882"
"Hannaa CHALAK",4587,NA,NA,NA,"interne",2020,"INSPE de NAntes",NA,NA,NA,"161348882"
"Hannaa CHALAK",4587,NA,NA,NA,"interne",2020,"INSPE de NAntes",NA,NA,NA,"161348882"
"Hannaa CHALAK",4464,NA,NA,NA,"interne",2018,NA,NA,NA,NA,"161348882"
"Hannaa CHALAK",4464,NA,NA,NA,"interne",2018,NA,NA,NA,NA,"161348882"
"Hannaa CHALAK",4464,NA,NA,NA,"interne",2018,NA,NA,NA,NA,"161348882"
"HARLÉ Isabelle",125,"PR","70",NA,"externe",2020,"Université de Caen ","10932286X",NA,NA,NA
"Hélène Bezille",4401,"PU","70",NA,"externe",2017," UPEC Créteil ","76589781",NA,NA,NA
"Hélène BEZILLE LESQUOY",909,"PR","70",NA,"externe",2017," Paris Est-Créteil ","76589781",NA,NA,NA
"Hélène CROCE-SPINELLI",4376,"MCF","70",NA,"interne",2019,NA,"12182554X",NA,NA,NA
"Hélène CROCE-SPINELLI ",4446,NA,NA,NA,"interne",2020,"Université Lyon 2 (Lumière)","12182554X",NA,NA,NA
"Helene Papadoudi Ros",901,"MCF","70 ",NA,"interne",2017,NA,"19683273X",NA,NA,NA
"Hélène PAPADOUDIROS",1207,"MCF","70"," v_pdte ","interne",2019,NA,NA,NA,NA,NA
"Hélène ROMEYER",4413,"PR","71",NA,"interne",2017,NA,"57783209",NA,NA,NA
"Hélène Stevens",4648,"MCF",NA,NA,"interne",2020,"INSPE Université de Poitiers","131685007",NA,NA,NA
"HELY Matthieu",4307,"PR  ","19",NA,"externe",2020,NA,"130940291",NA,NA,NA
"Henri Louis GO",901,"MCF","70 ",NA,"interne",2017,NA,"95210865",NA,NA,NA
"Herold",879,NA,NA,NA,"interne",2020,"INSPE Université Aix-Marseille","51621509",NA,NA,NA
"Hervé ADAMI",1206,"PR"," 07 ",NA,"interne",2019,NA,"81815328",NA,NA,NA
"Hervé Benoit",4550,"MCF ","70",NA,"externe",2020,NA,"133105296",NA,NA,NA
"Hervé BENOIT",76," MCF","70",NA,"externe",2018," INS HEA ","133105296",NA,NA,NA
"Hervé BENOIT",4065,"MCF","70",NA,"interne",2018,NA,"133105296",NA,NA,NA
"Hervé BENOIT",4376,"MCF","70",NA,"externe",2019," INSHEA Paris Suresnes ","133105296",NA,NA,NA
"Hervé BENOIT",4524,NA,NA,NA,"externe",2019,NA,"133105296",NA,NA,NA
"Hervé Breton",4313,"MCF",NA,NA,"externe",2018," Tours","28824644",NA,NA,NA
"Hervé Daguet",4501,"MCF","70"," pdt","interne",2020,"Université de Rouen","57497346",NA,NA,NA
"Hervé DUCHAUFFOUR",4398,"MCF","70",NA,"interne",2017,NA,"60459085",NA,NA,NA
"Hervé DUCHAUFFOUR",4361,"MCF","70",NA,"interne",2017,NA,"60459085",NA,NA,NA
"Hervé DUCHAUFFOUR",4510,"MCF","70",NA,"externe",2019," ESPE Paris ","60459085",NA,NA,NA
"HEUTTE Jean",73," MCF","70"," pdt ","interne",2018,"Univ Lille ","158962710",NA,NA,NA
"HOURS Bernard",4447,NA,NA,NA,"externe",2020,NA,"28827546",NA,NA,NA
"HUBERT Bruno",4497,"MCF","70",NA,"externe",2020,"Université de Normandie Caen","30963648",NA,NA,NA
"Hubert Perrot",4374,NA,NA,NA,"externe",2019,NA,"14474841X",NA,NA,NA
"Hubert VINCENT",4383,"PR"," 70 ",NA,"interne",2018,NA,"130624950",NA,NA,NA
"Hubert VINCENT",4449,"PR","70"," v_pdt","interne",2019,NA,"130624950",NA,NA,NA
"HUCHEZ Aurore",4328," MCF",NA,NA,"externe",2018," université de Lille ","170165701",NA,NA,NA
"HUET Benoît ",4464,NA,NA,NA,"interne",2018,NA,"112596185",NA,NA,NA
"Hugues Pentecouteau",4313,"MCF",NA,NA,"interne",2018,NA,"61385042",NA,NA,NA
"HURTREZ-BOUSSES Sylvie",4460,NA,NA,NA,"externe",2019,NA,NA,NA,NA,"150480725"
"HUSSER Anne-Claire",4447,NA,NA,NA,"externe",2020,NA,"135608104",NA,NA,NA
"I Boanca-Deicu",4591,"MCF","70",NA,"externe",2019," Université deLille",NA,NA,NA,"181648245"
"I Gaudy-Campbell",4278,NA,NA,NA,"externe",2020,NA,"194886913",NA,NA,NA
"I Girault",19,NA,NA,NA,"interne",2020,"Université Grenoble Alpes","32154089",NA,NA,NA
"I Houot",4591,"MCF","70"," v_pdte","externe",2019," Université de Lorraine","69035482",NA,NA,NA
"I Kante",4279,NA,NA,NA,"interne",2020,"Université de la Réunion","130351261",NA,NA,NA
"I Martinez",4314,"MCF","7",NA,"interne",2017,"Paris 7","61072435",NA,NA,NA
"Ilaria Pirone",4460,"MCF  ","70",NA,"externe",2019,"Université Paris 8","162205295",NA,NA,NA
