32154089,60839503,1
32154089,220105022,1
60839503,220105022,1
60839503,139721010,1
60839503,139428127,1
60839503,161118291,1
60839503,80526470,1
60839503,6982004X,1
11317022X,85802638,1
11317022X,87101203,1
11317022X,70288615,1
85802638,87101203,1
85802638,70288615,1
85802638,84598425,1
85802638,31061451,1
85802638,114719217,1
87101203,70288615,1
119049112,142499250,1
119049112,147610869,1
119049112,31061451,1
119049112,114719217,1
119049112,69940010,1
142499250,147610869,1
142499250,31061451,1
142499250,114719217,1
142499250,69940010,1
147610869,31061451,1
147610869,114719217,1
147610869,69940010,1
31061451,114719217,2
31061451,69940010,1
31061451,84598425,1
114719217,69940010,1
114719217,84598425,1
182504247,5220300X,1
182504247,84598425,1
182504247,16903061X,1
182504247,116850108,1
182504247,203912055,1
5220300X,84598425,1
5220300X,16903061X,1
5220300X,116850108,1
5220300X,203912055,1
84598425,16903061X,1
84598425,116850108,1
84598425,203912055,1
16903061X,116850108,1
16903061X,203912055,1
116850108,203912055,1
57765766,83932380,1
57765766,153290293,1
57765766,59316640,1
83932380,153290293,1
83932380,59316640,1
153290293,59316640,1
198437668,8181500X,1
198437668,193705974,1
198437668,32203772,1
198437668,91901243,1
198437668,157325709,1
8181500X,193705974,1
8181500X,32203772,1
8181500X,91901243,1
8181500X,157325709,1
193705974,32203772,1
193705974,91901243,1
193705974,157325709,1
32203772,91901243,1
32203772,157325709,1
91901243,157325709,1
194112624,34223940,1
194112624,177208899,1
194112624,190496029,1
194112624,166964778,1
34223940,177208899,1
34223940,190496029,1
34223940,166964778,1
177208899,190496029,1
177208899,166964778,1
190496029,166964778,1
139721010,139428127,1
139721010,161118291,1
139721010,80526470,1
139721010,6982004X,1
139428127,161118291,1
139428127,80526470,1
139428127,6982004X,1
161118291,80526470,1
161118291,6982004X,1
80526470,6982004X,1
82292477,90444590,1
82292477,58500456,1
82292477,50714619,2
82292477,139857427,2
82292477,3558162X,1
82292477,111709814,1
90444590,58500456,1
90444590,50714619,1
90444590,139857427,1
58500456,50714619,1
58500456,139857427,1
50714619,139857427,2
50714619,3558162X,1
50714619,111709814,1
139857427,3558162X,1
139857427,111709814,1
3558162X,111709814,1
34852069,83045228,1
34852069,60785020,2
34852069,147807018,1
34852069,86862057,1
34852069,79359914,1
83045228,60785020,1
60785020,147807018,1
60785020,86862057,1
60785020,79359914,1
147807018,86862057,1
147807018,79359914,1
86862057,79359914,1
55387470,77902092,1
55387470,80234798,1
55387470,150707118,1
55387470,183652053,1
55387470,13185996X,1
77902092,80234798,1
77902092,150707118,2
77902092,183652053,1
77902092,13185996X,1
77902092,230393330,1
77902092,112210805,1
77902092,51621509,1
77902092,74433261,1
80234798,150707118,1
80234798,183652053,1
80234798,13185996X,1
150707118,183652053,1
150707118,13185996X,1
150707118,230393330,1
150707118,112210805,1
150707118,51621509,1
150707118,74433261,1
183652053,13185996X,1
230393330,112210805,1
